sample100	sample101	sample102	sample103	sample104	sample105	sample106	sample107	sample108	sample109	sample110	sample111	sample112	sample116	sample117	sample118	sample119	sample120	sample122	sample123	sample124	sample125	sample126	sample127	sample128	sample129	sample131	sample41	sample44	sample45	sample48	sample49	sample51	sample52	sample53	sample54	sample62	sample64	sample66	sample68	sample71	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80	sample82	sample83	sample86	sample87	sample88	sample90	sample91	sample93	sample95	sample96	sample97
ENSG00000174171	3.907299372	3.53966315	4.005600483	4.081080571	3.248065229	4.022089526	2.732077433	4.00954922	3.959167451	4.041504837	3.99067522	2.806783806	3.144985697	3.952115278	3.592501209	2.875518022	2.613646256	3.386928848	3.283172616	3.318273843	4.767284408	3.510167409	3.899166136	4.093847987	4.041489752	3.71605637	3.871162865	3.181342051	2.969339423	4.553279126	2.840773062	4.672779864	3.444160415	3.216516893	3.663439731	4.690208931	3.010811065	4.163861587	2.776964358	2.860559409	3.253267209	3.202737703	3.64650951	4.310050953	2.464080962	3.139554625	4.151144105	4.393899546	3.644400344	3.384911368	3.450921141	3.394094337	2.652702046	3.477542294	3.504278383	2.585611534	3.512904391	4.593875387	2.961091852	2.909056687
ENSG00000251352	-4.008544032	-4.010277178	-4.009230669	-4.010985646	-4.009111001	-4.007789205	-4.006331026	-4.009765026	-4.009201643	-4.009925653	-4.007511923	-4.005006059	-4.007793319	-4.010490665	-4.008641396	-4.010457787	-4.008546176	-4.009472575	-4.009838136	-4.00932182	-4.010315219	-4.009770356	-4.011737222	-3.460397011	-4.00755422	-4.008750453	-4.007553422	-4.008747901	-4.010582931	-4.011371841	-4.012733101	-3.732802791	-4.008660282	-4.010835849	-4.009448052	-4.007198235	-4.009907203	-4.011348102	-4.008073207	-4.010712771	-4.007670874	-4.006921346	-4.009675271	-4.003270378	-4.008520392	-4.009388626	-4.009110878	-4.01020014	-4.00885114	-4.010561179	-4.009619187	-4.010428921	-4.010343405	-4.009245264	-3.740873415	-4.009089096	-4.009732293	-4.008617158	-4.009025079	-4.007979519
ENSG00000260528	5.924652905	4.8868971	6.113625659	6.092699146	6.256994789	4.129073284	5.083354434	5.713848559	5.240185766	5.068363131	5.738299374	5.245129476	4.392088396	4.301303585	5.235012751	6.141408433	4.446905582	4.698893118	5.21122956	4.582839181	5.091517013	5.841597608	5.650166467	6.097059031	5.902954465	5.279648347	5.987440659	4.83645515	5.313753107	4.626919572	5.019150476	6.368567847	5.913695877	6.282157114	5.477873977	6.349473514	4.850234487	6.234658498	5.85333549	5.662047623	4.760759288	6.065788866	4.682743506	6.672599993	4.775990287	5.170167137	5.666898635	5.411596377	5.100503123	5.070932058	5.204098109	5.511317219	5.193377677	5.384895836	4.705674903	4.951918829	6.488162623	5.18030821	4.693467285	4.97571056
ENSG00000108960	6.710095122	7.736966839	7.893490542	6.970101165	7.57933466	6.813710001	6.501724533	7.659020452	6.375580359	7.191321535	6.954780324	7.146257755	6.757348068	6.799835581	6.978114941	6.776219272	6.541879168	6.75170267	6.636504388	6.765404886	6.705356449	6.420104339	8.575990955	7.82911109	7.277874782	7.347810658	8.191175435	6.610540457	6.875899012	6.883672179	6.937329615	8.433881877	7.132705945	6.620235194	7.921145478	7.858911131	6.761041442	6.847351666	7.499955979	7.260054985	7.006951434	6.781481031	6.873550254	7.306413479	6.531229183	7.13119711	6.951696849	6.910490761	6.81850919	6.917834542	7.836081868	6.848340002	6.856042726	7.460437395	6.920675854	6.873183386	7.339889048	7.559537147	6.67718762	6.900089176
ENSG00000174992	7.754059286	7.847018999	7.945371879	7.806339761	7.86993358	8.213308726	8.099105053	7.748446843	8.017168068	7.967977902	7.665827188	8.155955405	8.231664596	8.206616008	7.914844977	7.5965766	7.529336998	7.922407552	7.999175927	8.312499537	7.65929757	7.757366678	7.039830426	7.514705105	7.886347926	7.404038315	7.88130712	8.296497303	8.142640945	7.328594945	8.263306234	7.750489684	8.020917373	8.1314113	7.420286193	7.455931661	7.996440219	7.622391509	7.90949396	7.618194462	7.710688618	8.107688176	7.983849358	7.458398801	7.988208549	8.115463676	7.689916309	7.679551684	7.687718207	7.990322751	7.757297006	8.498734007	8.193214347	7.879508324	8.000334516	7.849250151	7.751493094	7.560157009	8.110508685	7.803152312
ENSG00000213700	5.048561009	4.605275962	5.17671011	4.911218381	5.157870324	6.335940182	6.351740573	4.979223839	7.05676125	4.039901809	6.069925874	6.242800027	7.105613082	5.098425734	4.73439283	4.358582403	6.940716763	5.680942725	6.361513331	6.224028316	5.966657517	6.305471764	4.720793975	4.441814044	5.801440443	5.405013842	5.134274738	6.818118912	4.349419192	4.602530284	4.915563039	5.186421852	5.254566548	4.682527989	4.867798489	4.370616554	6.480010856	4.242298031	6.231453244	5.159981264	5.903042412	6.659852578	6.778862017	6.140128019	6.359186647	6.156765783	5.57650147	4.611233943	5.055756777	4.624965115	5.61104612	7.626094805	6.262209432	4.642167835	6.14123257	5.298765185	5.21675628	4.646083146	6.695562364	4.873213947
ENSG00000133318	9.708423011	9.606924105	9.732203716	9.68525246	9.470861025	9.707362793	9.67873876	9.745116384	9.592048411	9.745860072	9.730809131	9.574151461	9.500805253	9.701578136	9.593520848	9.608512643	9.436502073	9.509785464	9.621815696	9.575044312	9.701069039	9.531245988	9.826945875	10.01034184	9.587118937	9.686998791	9.64070973	9.41406599	9.727251243	9.715187671	9.727322418	9.837105617	9.430633403	9.603426785	9.718646355	9.779450419	9.614014091	9.756874761	9.513328339	9.456209684	9.333191992	9.658898922	9.617943407	9.454845859	9.468530864	9.427804105	9.487681472	9.694643881	9.742911625	9.632578451	9.698654386	9.456196995	9.715420164	9.7948524	9.733224899	9.792480778	9.709555988	9.674467539	9.621362928	9.666976016
ENSG00000242220	2.130460141	2.328067603	2.24790083	2.710125489	2.512149829	2.81210965	3.195952411	2.22181768	3.073785865	2.577854744	3.269651417	3.463739564	3.24897399	3.192869393	2.538600281	2.188411829	2.862556521	2.976700875	3.239156598	3.139762478	2.656961526	2.78494582	1.989108157	2.056574681	2.331831909	2.64656532	2.331872687	3.251088785	2.540230027	2.686742752	3.038517948	2.151765685	2.537530382	3.104044218	1.92573227	2.350124221	2.069146671	2.688175115	2.30547664	2.633395908	3.099725475	2.507910901	2.963240597	2.567007912	3.26761212	3.271481074	2.729659025	2.562077725	3.243626982	3.308448984	2.081965814	3.063452491	2.996524548	2.907814521	2.401476353	2.390045092	2.477615986	1.959263561	2.108631592	2.800042074
ENSG00000250812	-2.2084274	-1.9704989	-1.957877401	-2.216292727	-1.956423988	-2.20598132	-2.201234824	-2.212369291	-2.210552669	-2.212886553	-2.205080931	-2.196896196	-2.205994671	-2.21470371	-2.208742394	-2.214598067	-2.208434336	-2.21142675	-2.212604761	-1.958983018	-2.214139837	-2.212386459	-2.218700466	-1.466066695	-2.205218341	-2.20909508	-2.205215751	-2.209086827	-2.215000112	-2.217530678	-2.221881956	-1.943801804	-2.208803482	-2.215812122	-2.211347669	-2.204061104	-2.212827155	-2.217454627	-2.206902501	-2.215417059	-2.205597198	-2.203159824	-2.212080126	-2.19117256	-2.208350902	-2.211156008	-1.9564225	-2.213769791	-2.209420566	-2.214930241	-1.962581427	-2.214505307	-1.761068532	-2.210693458	-1.731850286	-2.21018931	-1.963946744	-2.208663989	-2.209982563	-2.206598731
ENSG00000236324	4.467347292	4.866030841	5.47029729	4.479670212	5.273744069	4.703036701	4.789207963	5.53036095	4.502525431	3.929287798	5.592393916	4.672129687	3.787833788	4.51904707	4.504646967	3.608872397	4.85845319	4.843882067	4.408575878	4.976355517	3.963555577	4.5383525	5.467873529	5.672026609	5.370248589	5.13577502	5.393985442	4.622156494	4.433651079	4.716372721	4.449056844	5.29734971	4.457922713	4.45328681	4.907176293	5.403885625	4.837978202	4.202779728	4.595380975	4.800406035	4.753093405	4.152807222	4.694485396	5.038499313	5.129845845	4.569369956	4.631273496	4.685436042	4.188612686	4.621776156	5.158713404	4.404737664	4.739196046	4.982997579	4.796498131	4.511650351	5.346297275	5.468118528	4.282931748	4.873686115
ENSG00000228436	2.714556072	2.689430704	1.987941482	2.163816058	2.261850503	2.201238133	1.957093578	1.810671303	1.833952017	2.333266857	2.470968632	1.820080677	2.055133354	2.066098992	2.01521318	2.756579992	2.519936235	1.650836946	1.960186529	2.250619323	2.416265736	2.101324792	2.746820626	2.66054581	2.346734868	1.677165885	2.683623133	1.85288701	2.670085374	2.14407798	2.182240238	3.200985378	2.1567056	2.732162239	1.977969337	2.602424853	1.635136447	2.02479271	2.318029753	2.489388547	2.207368942	1.931056928	2.106014208	2.605026543	2.020858741	1.980690854	2.585821158	2.51985287	2.005464799	1.61169864	2.811516692	2.40975172	2.414649441	2.127344401	1.847633399	2.487620765	2.103200868	2.616343531	1.841299761	1.705647519
ENSG00000123684	11.13046468	11.49038326	11.73204786	11.32080555	11.11119084	11.29639222	10.75389082	11.63791841	11.15782113	11.19907896	11.18890169	11.23664092	10.86780551	11.22368332	11.13701251	11.0670184	10.69887423	10.67229181	10.88898623	11.2804906	11.40392551	11.17680814	11.61607546	12.35970328	11.54232408	11.28114815	12.09350138	10.79934961	11.51954652	11.40858717	10.9738419	12.14763934	11.51736785	11.16260189	11.91802659	12.22049449	11.26762161	11.04147701	11.47528656	11.1908248	10.88387765	11.37879376	10.88219496	11.52423406	10.84172527	11.33451484	11.66560224	11.2322081	11.10192924	11.1558595	11.38390547	11.19174979	11.05138781	11.41382337	11.4507409	10.9110537	11.35592146	11.65461056	11.65742463	11.04934682
ENSG00000166833	10.2622328	10.30119886	10.82674049	10.25176862	10.84952647	10.49098739	10.23308217	11.1871364	10.38451629	10.31945173	10.53126475	10.19288609	10.79795254	10.09177325	10.47857199	10.29875518	10.42684792	10.85118663	10.39388221	10.53365788	10.6690804	10.43202413	10.99571599	11.0486439	10.74834872	10.8654784	10.51023181	10.11790675	10.99869626	10.66740567	10.11448756	11.01729106	10.43974904	10.46953147	10.84714301	10.95844266	10.49694039	10.42937652	10.65545516	10.4966922	10.27836989	10.36635267	10.38833911	10.8959631	10.19605432	10.65685483	10.51780481	10.90998918	9.813033383	10.28841182	10.98938255	10.32794078	10.42990002	10.39174139	10.46872292	10.03552958	10.77756927	10.9336353	10.71162637	10.57632589
ENSG00000223360	-1.984985452	-1.99147634	-1.987562216	-1.99411761	-1.987113636	-1.982144466	-1.976630004	-1.989562733	-1.98745343	-1.990163292	-1.482265693	-1.971587096	-1.982159975	-1.992272953	-1.985351262	-1.99215031	-1.984993506	-1.988468365	-1.989836124	-1.987903755	-1.749496594	-1.742698958	-1.996912497	-1.455961825	-1.981258198	-1.985760836	-1.981255188	-1.985751252	-1.99261705	-1.560853762	-2.000605272	-1.494177883	-1.985422204	-1.993559698	-1.988376542	-1.979913852	-1.744410302	-1.995466363	-1.983214429	-1.99310108	-1.981698281	-1.978866752	-1.989226994	-1.964930276	-1.984896612	-1.988154	-1.734412223	-1.991188726	-1.986138814	-1.992535936	-1.989017146	-1.992042623	-1.540430376	-1.327973872	-1.731411274	-1.987031502	-1.989440301	-1.985260209	-1.986791426	-1.982861605
ENSG00000005700	11.20100469	11.64908183	11.83659453	11.46042811	11.31938528	11.40332694	11.22630005	11.97549808	11.30044138	11.29093202	11.66523031	11.19178029	11.20617041	11.5590455	11.2054051	11.1417869	10.94353082	11.33714205	11.4043492	11.14191346	11.2118687	11.18717611	11.9427154	11.89647672	11.5527562	11.31603854	11.90734622	11.10511586	11.28934144	11.23084888	11.3341982	12.02759802	11.23688075	11.27347768	11.71147877	11.78707953	11.30559296	11.35718606	11.46172792	11.35301939	10.88240806	11.10708627	11.35927379	11.39622205	11.15312171	11.24069096	11.43780408	11.32709284	11.23173477	11.58950857	11.53059258	11.31100071	11.36398481	11.55233898	11.40367423	11.3047729	11.2682524	11.97246081	11.40184117	11.21190429
ENSG00000022840	9.819090567	10.05392816	10.09730285	9.860015108	9.966362487	9.733833109	9.78377443	10.39484779	9.951277385	9.559824495	9.917168351	9.704802798	9.76344893	9.798110121	9.7944739	9.625548904	9.647148232	9.800430778	9.777533477	9.781336168	9.810176022	9.959488998	10.11354322	10.39741793	9.905291432	9.843443986	10.12047222	9.923090129	9.949472517	9.831104547	9.846017274	10.17580322	9.769509636	9.823812522	9.738656565	10.21692058	9.730840422	9.924033628	10.03925974	9.750181186	9.83743197	9.853642294	9.958520575	10.02558442	9.702339954	9.854572981	9.94189932	9.825294373	9.961670042	9.871765499	9.815547236	9.656743267	9.719736178	9.854624774	9.81208322	9.682131358	9.890933752	10.17413565	9.601494331	9.754958082
ENSG00000092470	5.366309275	4.969254538	4.716897594	4.463184295	4.726891888	5.563917296	4.290455481	4.560340289	4.481423356	5.02591816	4.826549525	4.526676667	4.504022646	4.896386276	4.691649352	5.995569227	4.810306578	4.660363016	4.473417764	4.471796965	5.427538147	4.478811017	5.454303359	4.814900885	4.965838822	5.2788432	4.860269043	4.518062404	4.455501841	5.315872271	5.043492824	5.899265083	4.650887124	5.739617242	5.093460897	5.15639483	4.917279571	4.708442623	4.328107884	5.151298551	4.734525791	4.527118808	4.486392551	4.065424214	4.444843745	4.278017245	4.488714941	4.600981078	4.917301975	4.45721354	4.787628742	4.582524021	4.727485131	4.944563009	4.507882649	5.15070189	4.562984898	4.905586724	4.659670062	5.085382653
ENSG00000109321	0.516230741	0.673282201	0.705573789	0.234314107	1.05563703	0.289310756	0.571894108	1.172306212	0.264917742	0.684074307	1.542622005	0.338058778	0.28923943	0.468517403	0.274571993	0.243351551	1.887375282	0.260257689	0.253977949	0.262850034	0.245794614	0.688859173	2.25879263	1.481676318	1.121948803	1.070775055	0.758490797	0.272734705	0.663937031	0.227708866	0.20445387	0.930865434	0.909117823	0.236877579	0.260679276	1.432774037	0.684642207	0.640706641	0.527930186	0.238984489	0.291363079	0.556868866	0.871734405	0.65244992	0.276660595	0.261701049	1.055642146	0.247767396	0.270954671	0.466806218	0.693527288	0.470016632	0.472094444	0.264167095	0.90120711	0.266855166	1.173793611	0.724749481	0.267957605	0.286013061
ENSG00000147168	5.870940813	5.627346934	6.37883384	5.068999997	5.61941829	5.285891334	5.584990037	5.323532998	5.042486488	5.285609868	5.640705521	4.306857383	4.952335372	5.477639423	5.621809159	5.377296635	5.190108321	5.222597043	5.164630593	5.337748917	5.53186424	5.414984027	6.233475667	6.564059455	5.247046969	5.527260835	6.10796664	5.112202485	5.154909768	5.531569123	5.120919667	6.490934616	5.66030042	5.278644565	5.627797475	6.435064251	5.311287459	5.585188434	5.423304911	4.786959192	5.810422402	5.173579155	5.487902052	5.491197505	4.928839468	4.782389437	5.94482683	5.845013062	5.662498843	5.324528462	5.897911029	5.29020316	5.122209861	5.4831078	5.448653053	5.255585956	6.080014158	5.603383127	5.025159077	5.640744901
ENSG00000160352	5.627473883	5.617108371	4.243881772	5.199790342	5.884351771	5.246762494	4.881254333	5.182413962	5.256744458	5.142683425	5.271751074	5.479879082	4.879158632	5.545644373	5.380229776	5.617992956	5.339811338	5.543043343	5.150150246	4.631905321	5.468165871	5.414986883	5.732544634	5.470408317	5.851532906	5.684556623	4.589640133	5.4847914	4.919436141	5.317306291	5.419610047	5.966649121	5.985856038	6.24987946	5.525582129	5.240895657	4.778550329	5.416028561	4.689259049	4.967258557	5.103880634	5.296352354	4.832595112	5.12323661	4.778815154	5.018826136	4.690299127	6.015171602	5.124309758	4.615086856	5.362984106	5.046648771	5.133111112	5.302549243	5.495009883	4.77118922	5.480246422	4.401733981	5.45982687	5.7188247
ENSG00000163347	11.80079807	12.08065033	12.26830926	11.83083263	12.12431849	11.78500092	11.94318005	12.27093344	11.76321945	11.80123796	12.07815116	11.98474784	12.03483107	12.04696191	12.03031611	11.54093788	11.78347962	11.5332723	11.69845479	12.02122525	12.0241094	11.67445633	12.42743458	12.93696895	12.27676921	11.88382361	12.3082178	11.66882731	12.16164437	11.64417069	11.93698704	12.47586168	12.10078898	11.89553722	12.3961155	12.38560611	11.90419245	11.83803894	12.3149209	11.9294439	11.5123802	11.85495254	11.87217225	11.91659071	11.58625342	11.78701684	12.07637104	11.89209867	11.82006483	11.78162986	12.17575695	11.81816242	12.1144136	11.97811427	12.39974021	11.62233212	12.35789461	12.08233993	12.05090585	11.94022418
ENSG00000165071	5.629504701	5.832044024	6.676183973	5.434969381	6.332272383	4.742631845	5.304083427	6.446081525	5.084715556	4.89246766	6.33183468	4.878818451	4.644524347	5.970997897	5.599362884	5.231884116	5.805803833	4.929268292	5.35805455	5.105707516	5.317141883	5.433266577	6.634758643	7.496881939	5.842560914	5.652240166	7.022607082	5.090952584	5.195983569	5.441736695	4.942064989	7.215865945	5.461245118	5.122577668	5.875987603	7.42013965	5.303580832	5.206394395	6.237603367	5.049625166	5.574811881	5.34635107	5.106279376	5.968296469	4.934854052	5.271130792	6.111842374	5.759327705	5.049256537	4.570830342	5.352906312	5.307458943	5.163516735	5.309781451	6.064911564	5.094184622	7.171772921	5.968843057	5.667364771	4.901533249
ENSG00000180138	1.538374669	1.463339208	2.877877271	1.265990303	2.173746027	1.736156733	1.44671816	2.495046736	0.913544886	1.112768794	1.899336772	1.024958977	1.182664621	0.879962003	1.154656972	0.880816597	1.358981666	1.323301429	0.896940452	0.910405962	1.614860626	1.117804946	2.573647796	3.444151151	1.582357142	0.925347703	2.563878288	1.351168292	1.602345352	1.066178563	0.821785167	2.965508972	0.927710189	1.083387166	1.128281013	3.096054591	1.113366727	1.25240742	2.341442048	1.276249983	0.953726334	1.422953431	0.901184624	1.786707776	0.931377909	1.32651426	1.671904766	1.295609882	1.34717938	1.092230986	1.91723365	0.881566961	1.290187548	1.33200995	1.14704716	0.916486308	3.289785821	1.535161	0.918160174	0.945590902
ENSG00000183114	1.160346075	1.848030188	2.677382921	1.565545739	1.649277558	1.183505908	1.229168704	1.874460287	1.140398755	1.302232022	1.566019523	1.486533485	1.554032859	1.101836577	1.157379847	1.444286713	1.675191711	1.318407393	1.305346746	1.136774755	1.595125159	1.619453669	2.153002628	1.619446696	1.564212246	1.513876937	2.319307021	0.938563257	1.439274617	1.075823818	1.204380104	1.836754054	1.807491747	1.091616145	1.768511789	2.342037126	1.746130687	1.252196958	1.174757065	1.274414366	1.55923802	0.982141477	0.916765003	1.330122931	1.352838114	1.487584036	1.498983116	1.96202104	1.151005417	1.09974541	1.478171069	1.103669107	1.448877439	1.326571177	1.340001297	0.930520847	1.621163587	1.93491017	1.334511516	1.546148183
ENSG00000231566	0.995259489	1.257540239	0.972685398	0.730757973	0.77977871	0.815092763	0.610389908	1.279084034	0.973633923	0.950115697	1.376954302	0.63689128	0.581620997	0.529549851	0.992040786	0.933006483	1.17276425	0.770235228	0.760632255	0.969709908	0.53290602	0.762409426	1.989544371	1.262778861	1.211574001	1.16488337	1.887942084	0.988526766	1.095654746	1.066554454	0.486909467	1.351777848	0.564762077	0.522956646	1.292535557	1.040413157	0.540725339	0.904678639	1.010911878	1.090839236	0.584013069	0.598721003	0.545179548	1.749197086	0.567473548	0.550694554	1.15106436	1.260766391	0.561067851	1.614501668	1.663872538	0.933930984	1.104566892	1.441022671	1.160158167	0.556470017	0.763408097	0.992841498	0.557706106	1.356178897
ENSG00000233273	-2.401046244	-2.405870806	-2.40296208	-2.407832534	-2.40262861	-2.398933183	-2.394829685	-2.404448966	-2.402881212	-2.40489524	-2.398155088	-2.391075318	-2.39894472	-2.406462565	-2.401318268	-2.406371466	-2.401052233	-2.403635633	-2.404652127	-2.403215962	-2.405976292	-2.404463778	-2.409907296	-1.874298763	-2.398273844	-2.401622819	-2.398271605	-2.401615693	-2.40671815	-2.408899445	-2.412646773	-1.911164503	-2.40137102	-2.407418239	-2.154144389	-2.397273593	-2.159513719	-2.408833912	-2.399729086	-2.407077646	-2.398601252	-2.396494406	-2.404199461	-2.386117776	-2.400980178	-2.403401972	-2.1501814	-2.162923372	-2.401903861	-1.959924428	-2.156149278	-2.406291475	-2.406054438	-2.403002738	-2.147379411	-2.40256755	-2.157471958	-2.40125056	-2.402389069	-2.399466646
